league,season,team,player,nation,pos,age,born,MP,Starts,Min,90s,npGoals,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CornerKicks,InSwingCK,OutSwingCK,StraightCK,PassesOffside,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fouls,FoulsDrawn,Offside,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%
ENG-Premier League,2223,Chelsea,João Félix,POR,"FW,MF",22.0,1999.0,16,11,941,10.5,4,4,46,16,34.8,4.4,1.53,0.09,0.25,18.0,3,0,0,4.9,4.9,0.11,-0.9,-0.9,274,356,77.0,4034,1122,172,194,88.7,74,101,73.3,20,39,51.3,0.0,0.5,1.0,-0.5,7.0,29.0,17.0,1.0,47.0,314,39,5,5,4,19,5,12,2,9,0,3,9,31,2.96,13,2,6,4,6,0,1,0.1,1,0,0,0,0,0,14,7,5,6,3,4,12,33.3,8,3,0,3,1.0,15.0,1.0,1.0,497,0,30,223,249,46,497,60,22,36.7,28,46.7,326,2092,1099,34,40,9,22,8,399,79,1,1,0,15,29,7,0,0,0,23,3,14,17.6
ENG-Premier League,2223,Chelsea,Kai Havertz,GER,"FW,MF",23.0,1999.0,35,30,2569,28.5,6,7,70,31,44.3,2.45,1.09,0.09,0.19,12.7,1,1,1,11.6,10.8,0.15,-4.6,-4.8,727,894,81.3,9347,1882,458,540,84.8,195,221,88.2,23,32,71.9,1.0,3.7,2.8,-2.7,38.0,49.0,26.0,2.0,89.0,850,41,5,2,4,14,9,1,0,0,0,3,24,63,2.21,54,2,1,5,1,0,4,0.14,3,0,0,1,0,0,34,16,4,20,10,10,30,33.3,20,28,0,28,7.0,41.0,41.0,0.0,1258,46,108,519,640,165,1257,60,17,28.3,38,63.3,728,3741,1483,59,33,30,79,36,946,218,5,0,0,60,25,28,0,0,0,81,79,59,57.2
ENG-Premier League,2223,Chelsea,Kalidou Koulibaly,SEN,DF,31.0,1991.0,23,20,1800,20.0,2,2,11,4,36.4,0.55,0.2,0.18,0.5,12.0,0,0,0,0.9,0.9,0.09,1.1,1.1,1275,1471,86.7,22422,9023,564,598,94.3,595,653,91.1,96,175,54.9,1.0,0.4,0.4,0.6,7.0,83.0,9.0,1.0,81.0,1421,45,33,0,15,4,12,0,0,0,0,5,12,21,1.05,17,0,0,2,0,2,3,0.15,3,0,0,0,0,0,45,31,34,8,3,26,40,65.0,14,30,13,17,29.0,74.0,77.0,0.0,1687,174,793,838,63,19,1687,6,4,66.7,2,33.3,1083,4728,2459,10,8,0,10,2,1209,4,7,1,1,22,9,0,0,0,0,126,33,28,54.1
ENG-Premier League,2223,Chelsea,Kepa Arrizabalaga,ESP,GK,27.0,1994.0,29,29,2565,28.5,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,871,1046,83.3,19299,11448,287,289,99.3,390,395,98.7,190,357,53.2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,805,241,59,0,3,0,0,0,0,0,0,0,1,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,2,3,66.7,1,0,0,0,1.0,3.0,16.0,2.0,1119,892,1103,16,0,0,1119,1,1,100.0,0,0.0,654,2894,1683,0,0,0,1,0,604,0,1,0,0,0,8,0,0,0,0,42,11,1,91.7
ENG-Premier League,2223,Chelsea,Lewis Hall,ENG,DF,17.0,2004.0,9,8,654,7.3,0,0,11,5,45.5,1.51,0.69,0.0,0.0,15.0,0,0,0,0.9,0.9,0.08,-0.9,-0.9,344,428,80.4,5947,1764,183,203,90.1,121,150,80.7,38,58,65.5,0.0,2.3,1.4,-2.3,15.0,25.0,9.0,4.0,25.0,370,57,7,0,3,34,37,13,12,0,0,1,8,26,3.58,14,6,2,2,2,0,0,0.0,0,0,0,0,0,0,23,12,19,4,0,15,22,68.2,7,8,0,8,11.0,34.0,11.0,1.0,534,22,165,207,168,22,534,25,9,36.0,13,52.0,320,1627,848,19,9,6,16,7,352,41,1,0,0,3,11,1,0,0,0,48,7,5,58.3
ENG-Premier League,2223,Chelsea,Marc Cucurella,ESP,DF,24.0,1998.0,24,21,1671,18.6,0,0,7,0,0.0,0.38,0.0,0.0,,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,1090,1293,84.3,16587,5116,600,647,92.7,396,453,87.4,59,110,53.6,2.0,0.6,0.9,1.4,11.0,77.0,12.0,6.0,73.0,1093,192,28,0,2,44,151,13,8,3,0,8,26,27,1.46,21,6,0,0,0,0,3,0.16,2,1,0,0,0,0,66,33,40,15,11,30,60,50.0,30,28,8,20,16.0,82.0,48.0,1.0,1490,63,470,672,358,12,1490,14,5,35.7,6,42.9,787,3205,1797,30,20,2,14,6,906,65,4,0,0,16,21,1,0,0,0,120,16,13,55.2
ENG-Premier League,2223,Chelsea,Mason Mount,ENG,"MF,FW",23.0,1999.0,24,20,1648,18.3,3,3,33,9,27.3,1.8,0.49,0.09,0.33,19.7,2,0,0,2.0,2.0,0.06,1.0,1.0,585,778,75.2,8688,2236,350,409,85.6,165,216,76.4,44,84,52.4,2.0,3.0,2.8,-1.0,30.0,55.0,27.0,5.0,98.0,706,68,17,6,8,64,5,34,11,19,1,4,23,57,3.11,42,9,2,2,2,0,7,0.38,5,0,0,1,1,0,33,19,6,16,11,14,27,51.9,13,24,6,18,8.0,41.0,9.0,0.0,969,17,110,415,455,56,969,31,15,48.4,13,41.9,530,2745,1429,48,34,11,36,29,678,114,4,0,0,28,27,1,0,0,0,85,9,14,39.1
ENG-Premier League,2223,Chelsea,Mateo Kovačić,CRO,MF,28.0,1994.0,27,17,1707,19.0,1,1,23,1,4.3,1.21,0.05,0.04,1.0,22.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8,1130,1319,85.7,18537,5579,555,614,90.4,470,522,90.0,76,120,63.3,2.0,2.1,2.1,-0.1,23.0,158.0,23.0,1.0,153.0,1289,29,26,10,10,6,3,0,0,0,0,1,25,62,3.27,53,1,2,4,0,2,3,0.16,3,0,0,0,0,0,36,24,16,14,6,14,36,38.9,22,10,1,9,19.0,55.0,16.0,0.0,1492,31,279,938,289,12,1492,34,19,55.9,10,29.4,1010,5517,2591,37,39,2,26,26,1144,30,8,0,0,18,12,0,0,0,0,121,10,10,50.0
ENG-Premier League,2223,Chelsea,Mykhailo Mudryk,UKR,"FW,MF",21.0,2001.0,15,7,657,7.3,0,0,14,5,35.7,1.92,0.68,0.0,0.0,18.4,0,0,0,1.9,1.9,0.13,-1.9,-1.9,161,216,74.5,2112,668,104,126,82.5,35,48,72.9,9,23,39.1,2.0,0.9,1.2,1.1,10.0,10.0,10.0,0.0,20.0,193,22,3,1,1,25,6,11,8,1,0,1,1,21,2.88,13,3,1,1,3,0,2,0.27,2,0,0,0,0,0,11,9,2,4,5,4,13,30.8,9,7,1,6,0.0,11.0,3.0,0.0,323,7,40,112,175,28,323,39,13,33.3,20,51.3,194,1438,689,25,20,7,29,11,207,43,1,0,0,8,12,1,0,0,0,35,5,8,38.5
ENG-Premier League,2223,Chelsea,N'Golo Kanté,FRA,MF,31.0,1991.0,7,6,518,5.8,0,0,8,1,12.5,1.39,0.17,0.0,0.0,20.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,271,338,80.2,3935,1033,168,190,88.4,84,100,84.0,12,24,50.0,1.0,1.9,0.8,-0.9,13.0,23.0,11.0,3.0,34.0,336,0,0,2,1,11,0,0,0,0,0,2,12,24,4.17,22,0,1,1,0,0,2,0.35,2,0,0,0,0,0,16,10,4,10,2,4,8,50.0,4,11,0,11,6.0,22.0,2.0,0.0,404,11,53,195,163,16,404,18,12,66.7,4,22.2,230,1408,800,19,15,2,13,5,279,36,1,0,0,5,2,1,0,0,0,55,2,4,33.3
ENG-Premier League,2223,Chelsea,Noni Madueke,ENG,FW,20.0,2002.0,12,7,643,7.1,1,1,12,6,50.0,1.68,0.84,0.08,0.17,15.6,0,0,0,0.9,0.9,0.08,0.1,0.1,223,286,78.0,2972,771,137,162,84.6,66,86,76.7,8,12,66.7,0.0,0.5,0.7,-0.5,13.0,11.0,13.0,0.0,36.0,278,8,0,0,0,19,7,1,1,0,0,0,9,24,3.36,19,0,4,1,0,0,1,0.14,1,0,0,0,0,0,12,8,5,4,3,6,13,46.2,7,13,2,11,4.0,16.0,7.0,0.0,405,11,45,133,233,62,405,63,33,52.4,24,38.1,278,2090,1203,48,21,26,17,13,315,100,0,0,0,4,15,2,0,0,0,30,2,5,28.6
ENG-Premier League,2223,Chelsea,Omari Hutchinson,ENG,FW,18.0,2003.0,1,0,23,0.3,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,8,12,66.7,109,4,6,7,85.7,1,1,100.0,1,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,2,0,0,0,0,0,0,1,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.0,1.0,0.0,0.0,15,0,0,4,11,2,15,0,0,,0,,11,61,23,1,0,1,1,1,11,1,0,0,0,0,0,0,0,0,0,1,0,0,
ENG-Premier League,2223,Chelsea,Pierre-Emerick Aubameyang,GAB,FW,33.0,1989.0,15,5,554,6.2,1,1,16,7,43.8,2.6,1.14,0.06,0.14,13.7,0,0,0,1.5,1.5,0.09,-0.5,-0.5,82,111,73.9,1053,203,56,70,80.0,22,26,84.6,2,4,50.0,0.0,0.4,0.2,-0.4,4.0,2.0,2.0,1.0,3.0,101,10,0,0,0,3,0,0,0,0,0,0,5,8,1.3,6,0,0,2,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,2,0,2,2.0,3.0,4.0,2.0,161,7,16,69,79,23,161,5,3,60.0,2,40.0,86,529,259,9,6,4,11,4,116,29,1,0,0,5,1,0,0,0,0,11,3,11,21.4
ENG-Premier League,2223,Chelsea,Raheem Sterling,ENG,"FW,MF",27.0,1994.0,28,23,1891,21.0,6,6,42,16,38.1,2.0,0.76,0.14,0.38,13.6,0,0,0,6.2,6.2,0.15,-0.2,-0.2,514,685,75.0,6522,1357,326,386,84.5,136,179,76.0,18,33,54.5,3.0,4.6,3.2,-1.6,34.0,26.0,31.0,9.0,59.0,662,21,0,6,0,46,7,7,7,0,0,2,33,68,3.23,53,0,7,3,4,1,4,0.19,3,0,1,0,0,0,18,10,5,4,9,8,14,57.1,6,17,0,17,2.0,20.0,5.0,0.0,910,8,63,278,583,121,910,93,39,41.9,46,49.5,651,4002,2153,81,56,39,46,50,749,186,4,0,0,21,32,11,0,0,0,66,5,13,27.8
ENG-Premier League,2223,Chelsea,Reece James,ENG,"DF,MF",22.0,1999.0,16,14,1244,13.8,1,1,16,4,25.0,1.16,0.29,0.06,0.25,22.4,2,0,0,1.0,1.0,0.06,0.0,0.0,891,1051,84.8,14345,4119,468,499,93.8,337,395,85.3,67,109,61.5,1.0,3.0,2.9,-2.0,21.0,60.0,24.0,6.0,90.0,896,151,26,0,5,91,104,21,12,6,0,4,16,47,3.4,36,5,3,2,1,0,3,0.22,2,0,0,0,1,0,31,20,10,18,3,15,19,78.9,4,17,2,15,12.0,43.0,23.0,0.0,1187,39,256,543,395,25,1187,40,22,55.0,10,25.0,710,3722,2018,52,26,9,13,14,813,115,4,0,0,9,18,4,1,0,0,89,23,16,59.0
ENG-Premier League,2223,Chelsea,Ruben Loftus-Cheek,ENG,"MF,DF",26.0,1996.0,25,19,1536,17.1,0,0,9,2,22.2,0.53,0.12,0.0,0.0,18.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,782,907,86.2,11417,2878,475,530,89.6,263,291,90.4,29,37,78.4,1.0,1.5,1.8,-0.5,16.0,78.0,18.0,1.0,90.0,858,44,11,1,6,19,32,0,0,0,0,5,20,36,2.11,31,0,3,1,1,0,4,0.23,4,0,0,0,0,0,25,14,8,14,3,12,21,57.1,9,15,2,13,12.0,37.0,23.0,0.0,1068,40,185,576,322,42,1068,60,30,50.0,22,36.7,651,3753,2210,56,29,10,22,23,774,86,1,0,0,10,34,1,0,0,1,101,22,26,45.8
ENG-Premier League,2223,Chelsea,Thiago Silva,BRA,DF,37.0,1984.0,27,26,2352,26.1,0,0,15,2,13.3,0.57,0.08,0.0,0.0,13.0,0,0,0,1.5,1.5,0.1,-1.5,-1.5,1856,2042,90.9,34998,13939,678,718,94.4,993,1035,95.9,172,258,66.7,2.0,0.5,1.0,1.5,5.0,115.0,13.0,0.0,104.0,1976,59,54,1,15,2,2,0,0,0,0,7,8,18,0.69,16,1,0,1,0,0,2,0.08,2,0,0,0,0,0,41,27,24,17,0,21,31,67.7,10,38,29,9,34.0,75.0,111.0,2.0,2302,348,1167,1081,58,24,2302,4,3,75.0,0,0.0,1460,6608,3887,8,14,0,6,1,1674,2,2,0,0,10,13,0,0,0,0,148,61,23,72.6
ENG-Premier League,2223,Chelsea,Trevoh Chalobah,ENG,DF,23.0,1999.0,25,18,1608,17.9,0,0,9,2,22.2,0.5,0.11,0.0,0.0,9.6,0,0,0,0.9,0.9,0.1,-0.9,-0.9,1051,1200,87.6,18603,5316,419,467,89.7,551,594,92.8,70,107,65.4,0.0,0.3,0.3,-0.3,4.0,64.0,3.0,1.0,71.0,1132,66,23,0,4,13,43,0,0,0,0,2,11,16,0.9,11,0,1,2,2,0,3,0.17,3,0,0,0,0,0,31,20,22,6,3,24,34,70.6,10,17,7,10,24.0,55.0,56.0,1.0,1369,135,602,604,167,23,1369,10,8,80.0,1,10.0,784,2679,1393,17,13,1,6,5,973,27,4,0,0,11,8,0,0,0,1,86,31,32,49.2
ENG-Premier League,2223,Chelsea,Wesley Fofana,FRA,DF,21.0,2000.0,15,12,1183,13.1,1,1,6,2,33.3,0.46,0.15,0.17,0.5,11.4,0,0,0,0.7,0.7,0.12,0.3,0.3,779,872,89.3,12895,3325,346,367,94.3,394,430,91.6,27,53,50.9,0.0,0.1,0.3,-0.1,2.0,50.0,2.0,0.0,43.0,842,29,23,0,3,3,6,0,0,0,0,1,4,13,0.99,13,0,0,0,0,0,2,0.15,2,0,0,0,0,0,30,18,19,7,4,13,26,50.0,13,17,10,7,20.0,50.0,33.0,2.0,1013,97,424,509,85,10,1013,13,8,61.5,1,7.7,686,4197,2489,29,20,1,9,6,735,12,3,0,0,11,22,0,0,1,0,67,30,17,63.8
ENG-Premier League,2223,Crystal Palace,Albert Sambi Lokonga,BEL,MF,22.0,1999.0,9,6,536,6.0,0,0,2,1,50.0,0.34,0.17,0.0,0.0,17.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,228,264,86.4,3763,1080,112,124,90.3,96,101,95.0,17,28,60.7,0.0,0.0,0.1,0.0,1.0,23.0,0.0,0.0,20.0,250,10,9,2,1,0,1,0,0,0,0,4,2,6,1.01,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0,13,10,7,4,2,8,12,66.7,4,8,3,5,7.0,20.0,10.0,0.0,325,22,109,170,47,2,325,5,1,20.0,2,40.0,172,804,368,2,2,0,3,6,211,2,2,0,0,7,12,0,0,0,0,34,5,11,31.3
ENG-Premier League,2223,Crystal Palace,Cheick Doucouré,MLI,MF,22.0,2000.0,34,34,2769,30.8,0,0,36,7,19.4,1.17,0.23,0.0,0.0,24.6,0,0,0,1.4,1.4,0.04,-1.4,-1.4,1038,1247,83.2,17432,5352,478,535,89.3,460,530,86.8,75,104,72.1,3.0,1.9,1.2,1.1,26.0,110.0,11.0,1.0,140.0,1229,16,16,3,2,6,0,0,0,0,0,2,30,61,1.98,48,0,2,5,2,4,6,0.2,4,0,0,1,0,1,77,46,40,33,4,29,52,55.8,23,47,13,34,56.0,133.0,48.0,0.0,1577,94,444,894,255,15,1577,21,15,71.4,6,28.6,761,3761,1761,18,25,1,28,20,884,17,10,1,1,38,13,0,0,0,0,220,30,29,50.8
ENG-Premier League,2223,Crystal Palace,Chris Richards,USA,DF,22.0,2000.0,9,4,447,5.0,0,0,4,0,0.0,0.81,0.0,0.0,,9.1,0,0,0,0.7,0.7,0.18,-0.7,-0.7,169,203,83.3,3129,991,66,79,83.5,84,96,87.5,19,27,70.4,0.0,0.3,0.0,-0.3,1.0,15.0,0.0,0.0,14.0,190,13,5,0,0,0,8,0,0,0,0,0,1,2,0.4,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,9,6,8,1,0,5,7,71.4,2,10,1,9,8.0,17.0,31.0,0.0,274,47,131,119,24,7,274,0,0,,0,,120,550,269,4,1,0,3,2,149,3,0,0,0,2,1,1,0,0,0,15,14,4,77.8
ENG-Premier League,2223,Crystal Palace,David Ozoh,ENG,FW,17.0,2005.0,1,0,1,0.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,3,3,100.0,24,0,3,3,100.0,0,0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0.0,4,0,0,0,4,0,4,0,0,,0,,2,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2223,Crystal Palace,Eberechi Eze,ENG,"MF,FW",24.0,1998.0,38,30,2636,29.3,9,10,70,25,35.7,2.39,0.85,0.13,0.36,21.9,14,1,1,7.3,6.5,0.09,2.7,2.5,923,1178,78.4,14106,3902,531,607,87.5,294,353,83.3,67,148,45.3,4.0,4.3,3.1,-0.3,57.0,88.0,35.0,2.0,131.0,1019,149,70,11,5,78,7,51,22,12,1,10,15,118,4.03,69,21,11,4,11,2,16,0.55,9,1,5,0,1,0,42,24,17,18,7,18,38,47.4,20,22,0,22,13.0,55.0,10.0,0.0,1515,20,212,735,602,84,1514,122,71,58.2,41,33.6,889,5017,2398,69,57,28,71,54,999,129,3,0,0,27,57,4,1,0,0,180,19,32,37.3
ENG-Premier League,2223,Crystal Palace,James McArthur,SCO,MF,34.0,1987.0,4,0,54,0.6,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,41,52,78.8,596,129,24,29,82.8,16,18,88.9,1,3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49,3,3,1,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,2,1,1,1.0,2.0,2.0,0.0,60,5,22,29,9,0,60,2,1,50.0,0,0.0,36,168,84,0,2,0,1,3,40,0,0,0,0,0,1,0,0,0,0,5,0,0,
ENG-Premier League,2223,Crystal Palace,James Tomkins,ENG,DF,33.0,1989.0,6,3,338,3.8,1,1,3,2,66.7,0.8,0.53,0.33,0.5,12.7,0,0,0,1.0,1.0,0.34,0.0,0.0,138,171,80.7,2645,822,47,55,85.5,79,87,90.8,12,27,44.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,164,7,5,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,2,1,1,1,3,33.3,2,3,2,1,5.0,9.0,19.0,0.0,208,34,142,59,7,3,208,1,1,100.0,0,0.0,117,429,220,1,1,0,2,1,130,1,3,1,1,3,1,1,0,0,0,21,6,6,50.0
ENG-Premier League,2223,Crystal Palace,Jaïro Riedewald,NED,"DF,MF",25.0,1996.0,6,0,64,0.7,0,0,1,0,0.0,1.41,0.0,0.0,,14.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,34,45,75.6,467,137,21,24,87.5,13,17,76.5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,38,7,2,0,0,0,4,1,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,0,0,1,0.0,1,2,0,2,0.0,2.0,4.0,0.0,54,6,19,23,14,1,54,0,0,,0,,23,111,69,1,1,0,0,0,28,1,0,0,0,2,1,0,0,0,0,8,2,1,66.7
ENG-Premier League,2223,Crystal Palace,Jean-Philippe Mateta,FRA,FW,25.0,1997.0,29,6,770,8.6,2,2,27,7,25.9,3.16,0.82,0.07,0.29,12.2,0,0,0,3.4,3.4,0.13,-1.4,-1.4,104,149,69.8,1196,155,70,92,76.1,19,28,67.9,4,5,80.0,0.0,0.6,0.2,-0.6,5.0,4.0,1.0,1.0,6.0,143,6,0,0,0,3,0,0,0,0,0,0,9,8,0.94,3,0,0,3,2,0,1,0.12,0,0,0,0,1,0,7,1,2,4,1,1,3,33.3,2,3,1,2,3.0,10.0,18.0,0.0,266,18,37,112,119,38,266,8,3,37.5,5,62.5,145,674,251,9,9,5,27,18,185,43,3,0,0,16,8,8,0,0,0,23,26,44,37.1
ENG-Premier League,2223,Crystal Palace,Jeffrey Schlupp,GHA,"MF,FW",29.0,1992.0,34,30,2531,28.1,3,3,28,9,32.1,1.0,0.32,0.11,0.33,17.5,0,0,0,3.2,3.2,0.12,-0.2,-0.2,665,900,73.9,10562,2798,338,418,80.9,254,312,81.4,52,104,50.0,1.0,1.4,1.0,-0.4,18.0,59.0,11.0,0.0,98.0,854,40,12,3,1,16,24,0,0,0,0,6,21,44,1.56,34,0,3,5,1,1,5,0.18,2,0,0,1,1,1,66,46,28,29,9,22,43,51.2,21,39,8,31,23.0,89.0,38.0,0.0,1193,63,281,640,293,48,1193,56,30,53.6,19,33.9,602,3035,1232,32,25,11,33,33,707,67,7,0,0,51,33,0,0,0,0,150,26,44,37.1
ENG-Premier League,2223,Crystal Palace,Joachim Andersen,DEN,DF,26.0,1996.0,32,32,2782,30.9,1,1,22,9,40.9,0.71,0.29,0.05,0.11,13.9,1,0,0,1.8,1.8,0.08,-0.8,-0.8,1561,1972,79.2,36474,13911,346,391,88.5,927,1007,92.1,281,534,52.6,0.0,1.3,1.0,-1.3,12.0,153.0,8.0,1.0,105.0,1840,123,107,4,44,10,13,1,0,0,0,9,13,25,0.81,20,3,0,0,1,1,1,0.03,0,1,0,0,0,0,42,22,30,12,0,16,32,50.0,16,28,13,15,24.0,66.0,188.0,0.0,2303,355,1232,996,89,39,2303,9,5,55.6,4,44.4,1318,6889,3787,16,8,2,8,3,1498,7,8,0,0,27,16,2,0,0,2,180,87,34,71.9
ENG-Premier League,2223,Crystal Palace,Joel Ward,ENG,DF,32.0,1989.0,28,24,2256,25.1,1,1,8,2,25.0,0.32,0.08,0.13,0.5,16.5,0,0,0,1.1,1.1,0.19,-0.1,-0.1,921,1223,75.3,14816,6577,460,531,86.6,375,464,80.8,57,157,36.3,0.0,0.4,0.8,-0.4,9.0,80.0,11.0,6.0,101.0,1014,208,24,0,2,36,184,0,0,0,0,1,29,22,0.88,17,0,1,1,3,0,1,0.04,0,0,0,1,0,0,50,36,30,11,9,30,41,73.2,11,32,16,16,25.0,75.0,80.0,1.0,1469,119,546,637,292,21,1469,9,7,77.8,1,11.1,620,2382,1228,22,15,1,25,10,761,46,6,0,0,29,11,0,0,0,0,116,58,39,59.8
ENG-Premier League,2223,Crystal Palace,Jordan Ayew,GHA,"FW,MF",30.0,1991.0,38,31,2714,30.2,4,4,32,10,31.3,1.06,0.33,0.13,0.4,16.1,0,0,0,3.2,3.2,0.1,0.8,0.8,676,875,77.3,8710,1706,434,495,87.7,192,246,78.0,15,40,37.5,3.0,3.2,2.6,-0.2,31.0,34.0,19.0,6.0,63.0,860,13,3,5,1,43,9,0,0,0,0,2,34,78,2.59,53,0,9,6,7,3,8,0.27,5,0,1,1,1,0,66,41,23,20,23,21,53,39.6,32,35,4,31,15.0,81.0,31.0,0.0,1327,46,192,611,560,98,1327,149,65,43.6,59,39.6,801,5195,2372,83,50,31,107,83,932,174,5,0,0,48,90,4,0,0,0,166,50,92,35.2
ENG-Premier League,2223,Crystal Palace,Joseph Whitworth,ENG,GK,18.0,2004.0,2,2,180,2.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,61,83,73.5,1486,886,12,12,100.0,36,37,97.3,13,34,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,20,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,1.0,0.0,87,79,87,0,0,0,87,0,0,,0,,52,208,109,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,4,0,0,
ENG-Premier League,2223,Crystal Palace,Luka Milivojević,SRB,MF,31.0,1991.0,18,5,512,5.7,0,0,7,0,0.0,1.23,0.0,0.0,,25.1,1,0,0,0.3,0.3,0.05,-0.3,-0.3,207,260,79.6,3587,1136,89,101,88.1,89,107,83.2,20,37,54.1,0.0,0.2,0.2,-0.2,2.0,17.0,2.0,1.0,20.0,248,11,8,0,2,6,1,2,2,0,0,1,0,3,0.53,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0,13,7,7,4,2,7,10,70.0,3,13,4,9,12.0,25.0,10.0,0.0,321,28,117,153,55,1,321,1,1,100.0,0,0.0,162,697,263,2,3,0,4,6,178,2,2,0,0,15,3,0,0,0,0,34,6,9,40.0
ENG-Premier League,2223,Crystal Palace,Malcolm Ebiowei,ENG,"MF,FW",18.0,2003.0,3,0,34,0.4,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,5,10,50.0,98,16,2,4,50.0,2,2,100.0,1,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10,0,0,0,0,3,0,0,0,0,0,0,2,1,2.65,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,2,0,2,0.0,1.0,0.0,0.0,21,0,1,8,12,2,21,5,2,40.0,3,60.0,14,107,30,2,1,0,5,0,15,9,0,0,0,0,1,0,0,0,0,0,0,0,
