league,season,team,player,nation,pos,age,born,MP,Starts,Min,90s,npGoals,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CornerKicks,InSwingCK,OutSwingCK,StraightCK,PassesOffside,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fouls,FoulsDrawn,Offside,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%
ENG-Premier League,2223,Crystal Palace,Marc Guéhi,ENG,DF,22.0,2000.0,37,37,3329,37.0,1,1,14,6,42.9,0.38,0.16,0.07,0.17,8.3,0,0,0,1.5,1.5,0.1,-0.5,-0.5,1883,2208,85.3,38404,14329,584,642,91.0,1074,1152,93.2,216,384,56.3,0.0,0.5,0.8,-0.5,10.0,148.0,5.0,0.0,106.0,2124,79,75,3,29,0,2,0,0,0,0,5,12,29,0.78,23,1,0,3,1,1,1,0.03,1,0,0,0,0,0,52,27,39,11,2,26,42,61.9,16,45,24,21,45.0,97.0,134.0,3.0,2557,369,1415,1078,74,28,2557,21,14,66.7,3,14.3,1511,7181,4034,17,14,0,17,7,1690,3,8,0,0,24,40,0,0,0,1,241,54,43,55.7
ENG-Premier League,2223,Crystal Palace,Michael Olise,FRA,"FW,MF",20.0,2001.0,37,31,2749,30.5,2,2,51,14,27.5,1.67,0.46,0.04,0.14,21.1,7,0,0,2.9,2.9,0.06,-0.9,-0.9,985,1420,69.4,16792,5022,518,601,86.2,328,444,73.9,115,273,42.1,11.0,8.7,6.4,2.3,72.0,72.0,53.0,16.0,133.0,1189,229,63,4,21,242,18,127,58,46,4,2,49,143,4.68,75,37,15,4,9,3,13,0.43,9,4,0,0,0,0,58,34,28,26,4,25,60,41.7,35,46,1,45,26.0,84.0,17.0,0.0,1840,25,243,709,911,86,1840,141,54,38.3,59,41.8,1048,6663,3366,111,74,38,85,47,1215,243,2,0,0,28,69,7,0,1,0,165,17,38,30.9
ENG-Premier League,2223,Crystal Palace,Naouirou Ahamada,FRA,"MF,FW",20.0,2002.0,8,0,94,1.0,0,0,3,0,0.0,2.87,0.0,0.0,,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,37,46,80.4,550,179,19,23,82.6,15,17,88.2,1,3,33.3,0.0,0.1,0.0,-0.1,1.0,3.0,0.0,0.0,2.0,45,1,0,0,0,2,0,0,0,0,0,0,0,2,1.91,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,3,2,3,0,0,1,3,33.3,2,2,0,2,0.0,3.0,0.0,0.0,63,0,12,35,16,4,63,2,1,50.0,1,50.0,32,179,70,1,2,1,5,1,39,11,1,0,0,2,0,2,0,0,0,8,0,1,0.0
ENG-Premier League,2223,Crystal Palace,Nathaniel Clyne,ENG,DF,31.0,1991.0,22,19,1640,18.2,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,654,832,78.6,10205,3887,341,386,88.3,283,346,81.8,24,73,32.9,0.0,0.7,0.6,-0.7,7.0,51.0,6.0,5.0,52.0,674,156,7,0,3,21,149,0,0,0,0,2,12,18,0.99,16,1,0,0,1,0,0,0.0,0,0,0,0,0,0,27,16,13,9,5,14,23,60.9,9,22,4,18,19.0,46.0,34.0,0.0,971,44,313,475,186,3,971,12,5,41.7,5,41.7,423,1778,896,14,10,1,12,3,531,29,3,0,0,10,8,0,0,0,0,81,6,18,25.0
ENG-Premier League,2223,Crystal Palace,Odsonne Édouard,FRA,FW,24.0,1998.0,35,20,1803,20.0,5,5,39,15,38.5,1.95,0.75,0.13,0.33,12.5,0,0,0,4.2,4.2,0.11,0.8,0.8,295,412,71.6,3307,535,212,266,79.7,54,86,62.8,5,10,50.0,2.0,1.2,0.8,0.8,17.0,9.0,9.0,0.0,32.0,390,20,0,1,0,4,0,0,0,0,0,2,12,44,2.2,32,0,1,9,2,0,4,0.2,4,0,0,0,0,0,25,13,7,12,6,7,13,53.8,6,17,5,12,3.0,28.0,22.0,0.0,672,25,68,317,293,95,672,46,16,34.8,28,60.9,354,1637,633,29,21,21,60,51,479,100,3,0,0,28,17,13,0,0,0,55,41,77,34.7
ENG-Premier League,2223,Crystal Palace,Sam Johnstone,ENG,GK,29.0,1993.0,9,9,810,9.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,207,280,73.9,5239,3382,41,41,100.0,117,118,99.2,49,120,40.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,213,66,20,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,5.0,0.0,298,242,297,1,0,0,298,0,0,,0,,188,1018,662,0,0,0,1,0,156,0,1,0,0,1,0,0,0,1,0,12,3,0,100.0
ENG-Premier League,2223,Crystal Palace,Tyrick Mitchell,ENG,DF,22.0,1999.0,36,34,2891,32.1,0,0,6,1,16.7,0.19,0.03,0.0,0.0,11.6,0,0,0,0.6,0.6,0.1,-0.6,-0.6,1152,1607,71.7,18235,8262,600,710,84.5,483,635,76.1,53,169,31.4,2.0,1.2,1.2,0.8,15.0,90.0,21.0,9.0,106.0,1234,370,34,0,2,70,336,0,0,0,0,3,66,33,1.03,28,1,2,0,0,2,3,0.09,3,0,0,0,0,0,71,49,43,23,5,30,53,56.6,23,48,11,37,42.0,113.0,78.0,0.0,1899,115,654,834,431,35,1899,30,17,56.7,9,30.0,827,3148,1433,23,19,4,35,17,957,90,5,1,0,33,10,2,0,1,0,186,25,26,49.0
ENG-Premier League,2223,Crystal Palace,Vicente Guaita,ESP,GK,35.0,1987.0,27,27,2430,27.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,610,845,72.2,15748,10443,159,161,98.8,258,263,98.1,182,405,44.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,590,251,45,0,4,0,0,0,0,0,0,4,0,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,9.0,1.0,895,785,893,2,0,0,895,0,0,,0,,507,2657,1704,0,0,0,1,0,383,0,1,0,0,1,3,0,0,0,0,26,10,1,90.9
ENG-Premier League,2223,Crystal Palace,Wilfried Zaha,CIV,"FW,MF",29.0,1992.0,27,27,2288,25.4,7,7,64,21,32.8,2.52,0.83,0.11,0.33,16.8,0,0,2,6.5,4.8,0.08,0.5,2.2,502,650,77.2,7047,1594,322,370,87.0,148,185,80.0,18,37,48.6,2.0,2.7,3.0,-0.7,26.0,18.0,41.0,3.0,75.0,628,20,5,3,1,39,5,0,0,0,0,2,25,91,3.58,57,0,12,4,17,1,7,0.28,6,0,0,1,0,0,32,20,12,12,8,8,21,38.1,13,21,1,20,16.0,48.0,9.0,0.0,1040,12,100,388,567,143,1038,137,55,40.1,65,47.4,729,4850,2139,86,43,59,95,82,821,238,5,0,0,35,77,14,1,0,0,97,6,16,27.3
ENG-Premier League,2223,Crystal Palace,Will Hughes,ENG,MF,27.0,1995.0,27,7,842,9.4,1,1,6,4,66.7,0.64,0.43,0.17,0.25,17.2,0,0,0,0.3,0.3,0.06,0.7,0.7,296,373,79.4,4161,1158,176,201,87.6,98,121,81.0,12,25,48.0,1.0,0.9,0.7,0.1,6.0,29.0,6.0,0.0,32.0,355,16,7,1,0,12,2,4,2,2,0,2,12,17,1.82,12,2,0,2,1,0,1,0.11,0,0,0,1,0,0,29,16,11,16,2,11,20,55.0,9,16,7,9,16.0,45.0,9.0,0.0,474,27,101,250,131,13,474,7,3,42.9,4,57.1,234,1162,636,14,10,3,14,10,262,23,4,0,0,19,7,0,0,1,0,66,5,13,27.8
ENG-Premier League,2223,Everton,Abdoulaye Doucouré,MLI,MF,29.0,1993.0,25,17,1533,17.0,5,5,20,8,40.0,1.17,0.47,0.25,0.63,13.2,0,0,0,2.4,2.4,0.12,2.6,2.6,430,548,78.5,5637,1333,262,317,82.6,140,170,82.4,7,13,53.8,2.0,2.2,1.4,-0.2,22.0,29.0,10.0,0.0,38.0,530,16,0,1,0,8,0,0,0,0,0,2,14,45,2.65,38,0,3,2,0,2,3,0.18,3,0,0,0,0,0,31,20,9,15,7,12,37,32.4,25,26,3,23,13.0,44.0,11.0,0.0,713,18,156,327,242,45,713,33,20,60.6,11,33.3,371,1689,896,23,16,7,27,13,440,66,6,1,0,21,4,8,0,1,0,100,13,30,30.2
ENG-Premier League,2223,Everton,Alex Iwobi,NGA,"MF,FW",26.0,1996.0,38,38,3378,37.5,2,2,42,15,35.7,1.12,0.4,0.05,0.13,21.0,0,0,0,2.5,2.5,0.06,-0.5,-0.5,1154,1536,75.1,20102,6570,547,648,84.4,435,555,78.4,132,220,60.0,7.0,6.1,4.3,0.9,64.0,134.0,63.0,17.0,194.0,1469,58,3,14,13,104,31,17,14,1,0,9,46,120,3.2,91,9,8,7,3,2,9,0.24,8,0,0,0,1,0,69,37,37,28,4,33,65,50.8,32,41,2,39,25.0,94.0,29.0,0.0,1912,52,359,892,709,59,1912,110,55,50.0,50,45.5,1169,6913,3434,90,79,15,68,42,1285,145,2,0,0,19,15,4,1,0,0,259,10,28,26.3
ENG-Premier League,2223,Everton,Amadou Onana,BEL,MF,20.0,2001.0,33,29,2488,27.6,1,1,34,6,17.6,1.23,0.22,0.03,0.17,16.8,0,0,0,3.0,3.0,0.09,-2.0,-2.0,816,980,83.3,13145,3007,420,481,87.3,310,354,87.6,60,86,69.8,2.0,2.6,1.7,-0.6,22.0,77.0,11.0,0.0,79.0,970,6,4,5,7,5,1,0,0,0,0,4,6,45,1.63,35,0,1,2,5,2,2,0.07,2,0,0,0,0,0,72,43,24,42,6,30,42,71.4,12,25,6,19,37.0,109.0,39.0,0.0,1310,58,287,745,295,52,1310,52,18,34.6,23,44.2,684,3563,1436,27,30,4,49,17,871,49,9,0,0,44,49,2,0,0,0,150,60,55,52.2
ENG-Premier League,2223,Everton,Anthony Gordon,ENG,FW,21.0,2001.0,16,12,1095,12.2,3,3,26,16,61.5,2.14,1.32,0.12,0.19,16.6,1,0,0,3.3,3.3,0.13,-0.3,-0.3,193,280,68.9,2905,625,110,135,81.5,66,89,74.2,11,27,40.7,0.0,0.6,0.5,-0.6,8.0,8.0,11.0,2.0,19.0,272,7,0,1,1,25,1,2,2,0,0,1,10,23,1.89,13,0,1,6,1,2,0,0.0,0,0,0,0,0,0,34,22,17,10,7,8,23,34.8,15,19,0,19,4.0,38.0,11.0,0.0,464,13,87,165,218,47,464,45,11,24.4,29,64.4,252,1875,704,28,23,13,32,23,290,67,6,0,0,20,15,3,0,0,0,56,9,29,23.7
ENG-Premier League,2223,Everton,Asmir Begović,BIH,GK,35.0,1987.0,1,1,90,1.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,21,30,70.0,584,423,3,3,100.0,10,10,100.0,8,17,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,1.0,0.0,33,31,33,0,0,0,33,0,0,,0,,19,75,47,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
ENG-Premier League,2223,Everton,Ben Godfrey,ENG,DF,24.0,1998.0,13,10,802,8.9,0,0,6,0,0.0,0.67,0.0,0.0,,13.1,0,0,0,1.2,1.2,0.21,-1.2,-1.2,182,281,64.8,3067,1252,90,111,81.1,73,111,65.8,16,41,39.0,1.0,0.2,0.1,0.8,3.0,24.0,1.0,1.0,19.0,232,48,1,0,0,7,47,0,0,0,0,1,9,4,0.45,4,0,0,0,0,0,2,0.22,2,0,0,0,0,0,20,11,13,5,2,11,29,37.9,18,12,6,6,8.0,28.0,33.0,1.0,391,55,159,175,63,8,391,8,3,37.5,3,37.5,162,830,426,9,8,0,12,3,159,7,2,0,0,10,5,1,0,0,0,35,15,17,46.9
ENG-Premier League,2223,Everton,Conor Coady,ENG,DF,29.0,1993.0,24,23,2096,23.3,1,1,4,2,50.0,0.17,0.09,0.25,0.5,8.5,0,0,0,0.8,0.8,0.21,0.2,0.2,1025,1209,84.8,21731,8337,284,302,94.0,578,622,92.9,155,267,58.1,1.0,0.3,0.5,0.7,4.0,73.0,3.0,1.0,43.0,1169,35,31,1,10,1,3,0,0,0,0,5,1,17,0.73,15,0,0,1,1,0,1,0.04,1,0,0,0,0,0,14,9,8,6,0,7,15,46.7,8,21,17,4,14.0,28.0,88.0,3.0,1363,238,795,547,29,10,1363,3,0,0.0,2,66.7,882,4154,2414,4,4,0,6,2,984,1,2,0,0,11,13,2,0,0,0,92,25,24,51.0
ENG-Premier League,2223,Everton,Dele Alli,ENG,MF,26.0,1996.0,2,0,40,0.4,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,12,15,80.0,123,10,6,8,75.0,4,5,80.0,0,0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0.0,20,0,1,8,11,2,20,1,0,0.0,1,100.0,11,30,3,0,0,0,3,1,14,1,0,0,0,0,1,0,0,0,0,2,1,2,33.3
ENG-Premier League,2223,Everton,Demarai Gray,JAM,"FW,MF",26.0,1996.0,33,27,2507,27.9,2,4,57,22,38.6,2.05,0.79,0.04,0.09,19.5,8,2,2,6.2,4.7,0.08,-2.2,-2.7,579,838,69.1,9843,2215,289,328,88.1,191,252,75.8,72,179,40.2,1.0,3.8,3.8,-2.8,37.0,30.0,18.0,7.0,46.0,666,172,57,2,8,173,7,74,53,20,0,0,38,94,3.37,41,25,4,11,10,3,5,0.18,3,2,0,0,0,0,33,24,9,14,10,17,31,54.8,14,23,3,20,13.0,46.0,18.0,0.0,1181,22,110,441,652,104,1179,92,33,35.9,42,45.7,720,5100,2465,94,62,48,86,66,781,199,3,0,0,24,51,13,0,0,0,98,13,45,22.4
ENG-Premier League,2223,Everton,Dominic Calvert-Lewin,ENG,FW,25.0,1997.0,17,15,1165,12.9,1,2,30,9,30.0,2.32,0.7,0.03,0.11,11.8,0,1,1,5.8,5.0,0.17,-3.8,-4.0,131,221,59.3,1575,318,83,125,66.4,29,54,53.7,5,8,62.5,1.0,0.8,0.8,0.2,9.0,13.0,4.0,0.0,15.0,220,1,0,0,1,6,0,0,0,0,0,0,9,24,1.85,16,0,5,1,2,0,4,0.31,2,0,1,0,1,0,4,2,1,0,3,1,5,20.0,4,5,1,4,3.0,7.0,18.0,0.0,376,20,39,143,200,59,375,28,15,53.6,10,35.7,186,972,405,18,11,10,40,12,286,56,3,0,0,22,14,19,1,0,0,28,66,72,47.8
ENG-Premier League,2223,Everton,Dwight McNeil,ENG,"FW,MF",22.0,1999.0,36,28,2498,27.8,7,7,46,15,32.6,1.66,0.54,0.15,0.47,20.5,1,0,0,3.5,3.5,0.08,3.5,3.5,656,987,66.5,11288,3797,335,391,85.7,208,278,74.8,87,212,41.0,3.0,6.1,5.4,-3.1,49.0,45.0,27.0,14.0,69.0,838,142,50,3,6,194,31,61,53,4,0,7,49,108,3.89,53,36,9,6,2,2,12,0.43,4,3,3,0,1,1,64,41,35,14,15,27,62,43.5,35,46,7,39,31.0,95.0,41.0,0.0,1358,52,266,505,614,61,1357,108,54,50.0,51,47.2,738,5432,2144,76,44,16,53,45,762,128,5,0,0,22,21,1,1,0,0,175,14,18,43.8
ENG-Premier League,2223,Everton,Ellis Simms,ENG,FW,21.0,2001.0,11,2,228,2.5,1,1,8,1,12.5,3.16,0.39,0.13,1.0,16.1,0,0,0,0.9,0.9,0.11,0.1,0.1,38,62,61.3,505,105,20,31,64.5,9,17,52.9,3,3,100.0,0.0,0.1,0.4,-0.1,2.0,3.0,1.0,0.0,4.0,62,0,0,1,0,1,0,0,0,0,0,0,0,6,2.37,4,0,1,1,0,0,2,0.79,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,1.0,0.0,84,1,2,36,47,11,84,2,2,100.0,0,0.0,37,156,55,2,2,2,6,2,65,19,0,0,0,0,1,1,0,0,0,6,11,20,35.5
ENG-Premier League,2223,Everton,Idrissa Gana Gueye,SEN,MF,32.0,1989.0,33,32,2577,28.6,0,0,15,6,40.0,0.52,0.21,0.0,0.0,25.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,1025,1226,83.6,16238,4278,525,583,90.1,419,476,88.0,57,105,54.3,1.0,1.1,0.8,-0.1,12.0,111.0,5.0,0.0,98.0,1205,17,13,1,4,10,3,0,0,0,0,4,23,51,1.78,36,0,1,2,7,5,3,0.1,2,0,0,0,0,1,97,57,49,35,13,31,60,51.7,29,50,12,38,56.0,153.0,34.0,3.0,1563,77,451,893,237,11,1563,35,19,54.3,9,25.7,821,3942,1829,27,26,3,31,18,845,19,7,0,0,43,50,0,0,1,0,266,27,22,55.1
ENG-Premier League,2223,Everton,Isaac Price,NIR,MF,18.0,2003.0,1,0,33,0.4,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,12,14,85.7,203,44,6,7,85.7,5,6,83.3,1,1,100.0,0.0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,1.0,14,0,0,0,0,1,0,0,0,0,0,0,0,2,5.45,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,0.0,0.0,0.0,0.0,17,1,5,10,2,0,17,1,1,100.0,0,0.0,10,40,12,1,0,0,1,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2223,Everton,James Garner,ENG,"MF,DF",21.0,2001.0,16,7,804,8.9,0,0,9,3,33.3,1.01,0.34,0.0,0.0,22.3,1,0,0,0.8,0.8,0.08,-0.8,-0.8,256,353,72.5,4066,1400,131,152,86.2,99,124,79.8,16,50,32.0,1.0,0.5,0.5,0.5,7.0,22.0,6.0,2.0,33.0,310,41,6,0,2,37,16,17,15,2,0,2,9,19,2.13,13,3,1,1,1,0,2,0.22,2,0,0,0,0,0,16,13,4,8,4,9,19,47.4,10,9,1,8,12.0,28.0,13.0,0.0,441,22,97,201,150,9,441,14,7,50.0,6,42.9,216,1185,564,8,9,1,11,3,225,18,3,0,0,16,10,1,0,0,0,68,12,10,54.5
ENG-Premier League,2223,Everton,James Tarkowski,ENG,DF,29.0,1992.0,38,38,3420,38.0,1,1,32,9,28.1,0.84,0.24,0.03,0.11,9.0,0,0,0,3.1,3.1,0.1,-2.1,-2.1,1322,1633,81.0,26359,10115,448,512,87.5,693,794,87.3,167,297,56.2,1.0,2.9,1.9,-1.9,15.0,98.0,3.0,0.0,106.0,1578,48,41,3,18,0,6,0,0,0,0,7,4,23,0.61,17,0,0,5,0,1,2,0.05,1,0,0,1,0,0,51,26,36,13,2,20,38,52.6,18,99,78,21,51.0,102.0,201.0,3.0,2119,369,1090,926,113,81,2119,10,9,90.0,1,10.0,982,4413,2295,13,3,1,22,5,1209,11,6,0,0,40,23,2,0,1,0,173,120,48,71.4
ENG-Premier League,2223,Everton,Jordan Pickford,ENG,GK,28.0,1994.0,37,37,3330,37.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,749,1312,57.1,25114,19603,158,159,99.4,242,247,98.0,342,892,38.3,1.0,0.1,0.4,0.9,2.0,57.0,1.0,0.0,2.0,823,484,169,1,7,0,0,0,0,0,0,5,1,10,0.27,4,6,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,4.0,4.0,15.0,3.0,1413,1030,1359,57,0,0,1413,0,0,,0,,732,4810,3221,0,0,0,1,1,548,0,6,0,0,1,5,0,0,1,0,36,8,3,72.7
ENG-Premier League,2223,Everton,Mason Holgate,ENG,DF,25.0,1996.0,8,5,507,5.6,0,0,4,0,0.0,0.71,0.0,0.0,,11.5,0,0,0,1.0,1.0,0.25,-1.0,-1.0,143,217,65.9,2843,831,51,63,81.0,69,87,79.3,21,58,36.2,0.0,0.4,0.2,-0.4,6.0,12.0,3.0,1.0,14.0,191,24,7,1,5,2,17,0,0,0,0,2,2,11,1.95,8,2,0,1,0,0,2,0.36,2,0,0,0,0,0,11,7,8,3,0,3,11,27.3,8,7,3,4,7.0,18.0,28.0,0.0,286,35,120,139,27,5,286,3,3,100.0,0,0.0,100,450,279,4,3,0,6,0,141,5,3,1,1,9,4,0,0,0,0,23,9,10,47.4
ENG-Premier League,2223,Everton,Michael Keane,ENG,DF,29.0,1993.0,12,10,985,10.9,1,1,14,4,28.6,1.28,0.37,0.07,0.25,12.9,0,0,0,1.3,1.3,0.1,-0.3,-0.3,305,441,69.2,5849,2983,115,146,78.8,147,179,82.1,39,93,41.9,2.0,0.7,0.8,1.3,3.0,33.0,2.0,0.0,31.0,429,9,3,0,0,4,6,0,0,0,0,3,8,10,0.91,8,0,0,1,1,0,2,0.18,2,0,0,0,0,0,7,4,5,2,0,5,8,62.5,3,12,7,5,14.0,21.0,55.0,1.0,565,83,275,239,55,24,565,7,4,57.1,2,28.6,257,1282,719,2,2,0,6,2,275,4,0,0,0,7,4,0,0,2,0,62,67,33,67.0
ENG-Premier League,2223,Everton,Nathan Patterson,SCO,"DF,MF",20.0,2001.0,19,14,1279,14.2,0,0,8,1,12.5,0.56,0.07,0.0,0.0,18.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5,488,649,75.2,7279,2596,284,315,90.2,172,230,74.8,22,67,32.8,0.0,0.4,0.7,-0.4,6.0,21.0,10.0,4.0,24.0,503,145,7,1,0,39,137,1,0,0,0,1,14,20,1.41,16,1,0,0,2,1,0,0.0,0,0,0,0,0,0,49,24,32,13,4,29,53,54.7,24,24,4,20,15.0,64.0,45.0,0.0,836,71,310,295,238,19,836,24,11,45.8,12,50.0,349,1940,851,16,12,3,22,9,431,51,3,0,0,14,13,1,0,0,0,80,10,12,45.5
ENG-Premier League,2223,Everton,Neal Maupay,FRA,FW,25.0,1996.0,27,11,1118,12.4,1,1,32,13,40.6,2.58,1.05,0.03,0.08,14.3,0,0,0,4.8,4.8,0.15,-3.8,-3.8,190,253,75.1,2500,217,125,151,82.8,49,63,77.8,7,9,77.8,0.0,0.6,0.3,-0.6,7.0,8.0,2.0,0.0,11.0,222,30,1,0,1,3,2,0,0,0,0,1,10,18,1.45,12,0,1,2,3,0,1,0.08,1,0,0,0,0,0,11,5,3,4,4,2,4,50.0,2,8,0,8,5.0,16.0,0.0,0.0,387,1,27,172,194,49,387,19,7,36.8,12,63.2,219,864,306,8,7,3,38,16,280,61,4,0,0,14,21,1,0,0,0,26,15,48,23.8
ENG-Premier League,2223,Everton,Rúben Vinagre,POR,"DF,MF",23.0,1999.0,2,0,26,0.3,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,15,24,62.5,223,26,7,10,70.0,7,10,70.0,0,0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19,5,1,0,0,2,4,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,1,1,0,1,2,50.0,1,0,0,0,0.0,2.0,1.0,0.0,31,1,7,16,9,0,31,3,1,33.3,0,0.0,15,98,52,2,1,0,1,1,17,1,0,0,0,0,3,0,0,0,0,4,0,1,0.0
ENG-Premier League,2223,Everton,Salomón Rondón,VEN,FW,32.0,1989.0,7,1,109,1.2,0,0,4,1,25.0,3.3,0.83,0.0,0.0,19.3,0,0,0,0.8,0.8,0.2,-0.8,-0.8,22,29,75.9,203,35,15,21,71.4,3,3,100.0,0,0,,0.0,0.2,0.1,-0.2,2.0,2.0,1.0,0.0,1.0,28,1,0,0,0,0,1,0,0,0,0,0,0,4,3.3,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0.0,0.0,0.0,0.0,36,1,2,15,19,4,36,1,1,100.0,0,0.0,16,33,3,0,1,0,1,1,32,7,0,0,0,4,0,2,0,0,0,1,7,6,53.8
ENG-Premier League,2223,Everton,Séamus Coleman,IRL,DF,33.0,1988.0,23,20,1656,18.4,1,1,7,2,28.6,0.38,0.11,0.14,0.5,21.9,0,0,0,0.4,0.4,0.05,0.6,0.6,597,789,75.7,9624,3826,306,350,87.4,237,299,79.3,42,99,42.4,0.0,0.9,0.9,-0.9,4.0,35.0,18.0,7.0,61.0,615,174,10,0,3,22,164,0,0,0,0,0,20,21,1.14,15,1,1,1,3,0,2,0.11,2,0,0,0,0,0,35,26,21,10,4,19,29,65.5,10,14,7,7,22.0,57.0,58.0,2.0,990,81,334,416,246,21,990,36,16,44.4,15,41.7,457,2049,925,13,10,3,30,6,481,37,1,0,0,10,21,2,0,0,0,100,18,16,52.9
ENG-Premier League,2223,Everton,Thomas Cannon,IRL,FW,19.0,2002.0,2,0,25,0.3,0,0,1,1,100.0,3.6,3.6,0.0,0.0,10.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,4,5,80.0,37,0,3,4,75.0,1,1,100.0,0,0,,0.0,0.5,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0.0,8,0,0,2,6,4,8,1,0,0.0,0,0.0,6,34,7,1,0,0,0,0,7,2,0,0,0,0,2,0,0,0,0,0,0,2,0.0
ENG-Premier League,2223,Everton,Tom Davies,ENG,MF,24.0,1998.0,19,4,538,6.0,0,0,9,2,22.2,1.51,0.33,0.0,0.0,15.7,0,0,0,1.2,1.2,0.13,-1.2,-1.2,173,234,73.9,2879,850,87,111,78.4,64,76,84.2,16,29,55.2,0.0,0.2,0.3,-0.2,2.0,25.0,2.0,0.0,30.0,227,6,5,3,3,2,1,0,0,0,0,1,6,6,1.0,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,15,9,5,9,1,7,14,50.0,7,10,1,9,4.0,19.0,7.0,1.0,309,13,74,183,54,15,309,6,3,50.0,3,50.0,150,616,253,2,1,0,17,4,201,13,3,0,0,10,6,1,0,0,0,28,7,13,35.0
